ID,角色,角色名多语言表ID,等级,品阶,攻击力,PVP攻击力,buff,血量,攻击速度,移动速度,子弹速度,攻击范围,宠物ID,升级预览,升级消耗,掉落,战力,锁定范围,免伤比例,,,,,,,
1004207,1004,48,207,B,80142,928,0,2120,0,8,0,0,0,"1-1,2-8",1-158681,0,80142,15,0,158681,2.35,,,,,2120
1004208,1004,48,208,B,81723,932,0,2130,0,8,0,0,0,"1-1,2-9",1-161811,0,81723,15,0,161811,2.35,,,,,2130
1004209,1004,48,209,B,83305,936,0,2140,0,8,0,0,0,"1-1,2-10",1-164944,0,83305,15,0,164944,2.35,,,,,2140
1004210,1004,48,210,B,84888,940,0,2150,0,8,0,0,0,"1-1,2-11",1-168076,0,84888,15,0,168076,2.35,,,,,2150
1004211,1004,48,211,B,86472,945,0,2160,0,8,0,0,0,"1-1,2-12",1-171212,0,86472,15,0,171212,2.35,,,,,2160
1004212,1004,48,212,B,88056,949,0,2170,0,8,0,0,0,"1-1,2-13",1-174348,0,88056,15,0,174348,2.35,,,,,2170
1004213,1004,48,213,B,89641,953,0,2180,0,8,0,0,0,"1-1,2-14",1-177488,0,89641,15,0,177488,2.35,,,,,2180
1004214,1004,48,214,B,91227,957,0,2190,0,8,0,0,0,"1-1,2-15",1-180627,0,91227,15,0,180627,2.35,,,,,2190
1004215,1004,48,215,B,92814,962,0,2200,0,8,0,0,0,"1-1,2-16",1-183769,0,92814,15,0,183769,2.35,,,,,2200
1004216,1004,48,216,B,94401,966,0,2210,0,8,0,0,0,"1-1,2-17",1-186912,0,94401,15,0,186912,2.35,,,,,2210
1004217,1004,48,217,B,95990,970,0,2220,0,8,0,0,0,"1-1,2-18",1-190060,0,95990,15,0,190060,2.35,,,,,2220
1004218,1004,48,218,B,97579,974,0,2230,0,8,0,0,0,"1-1,2-19",1-193206,0,97579,15,0,193206,2.35,,,,,2230
1004219,1004,48,219,B,99169,979,0,2240,0,8,0,0,0,"1-1,2-20",1-196355,0,99169,15,0,196355,2.35,,,,,2240
1004220,1004,48,220,B,100760,983,0,2250,0,8,0,0,0,"1-1,2-21",1-199504,0,100760,15,0,199504,2.35,,,,,2250
1004221,1004,48,221,B,102352,987,0,2260,0,8,0,0,0,"1-1,2-22",1-202656,0,102352,15,0,202656,2.35,,,,,2260
1004222,1004,48,222,B,103944,991,0,2270,0,8,0,0,0,"1-1,2-23",1-205808,0,103944,15,0,205808,2.35,,,,,2270
1004223,1004,48,223,B,105537,996,0,2280,0,8,0,0,0,"1-1,2-24",1-208963,0,105537,15,0,208963,2.35,,,,,2280
1004224,1004,48,224,B,107131,1000,0,2290,0,8,0,0,0,"1-1,2-25",1-212118,0,107131,15,0,212118,2.35,,,,,2290
1004225,1004,48,225,B,108726,1004,0,2300,0,8,0,0,0,"1-1,2-26",1-215276,0,108726,15,0,215276,2.35,,,,,2300
1004226,1004,48,226,B,111118,1008,0,2310,0,8,0,0,0,"1-1,2-27",1-220012,0,111118,15,0,220012,2.35,,,,,2310
1004227,1004,48,227,B,113510,1013,0,2320,0,8,0,0,0,"1-1,2-28",1-224748,0,113510,15,0,224748,2.35,,,,,2320
1004228,1004,48,228,B,115904,1017,0,2330,0,8,0,0,0,"1-1,2-29",1-229488,0,115904,15,0,229488,2.35,,,,,2330
1004229,1004,48,229,B,118297,1021,0,2340,0,8,0,0,0,"1-1,2-30",1-234227,0,118297,15,0,234227,2.35,,,,,2340
1004230,1004,48,230,B,120692,1026,0,2350,0,8,0,0,0,"1-1,2-31",1-238969,0,120692,15,0,238969,2.35,,,,,2350
1004231,1004,48,231,B,123088,1030,0,2360,0,8,0,0,0,"1-1,2-32",1-243712,0,123088,15,0,243712,2.35,,,,,2360
1004232,1004,48,232,B,125484,1034,0,2370,0,8,0,0,0,"1-1,2-33",1-248457,0,125484,15,0,248457,2.35,,,,,2370
1004233,1004,48,233,B,127881,1038,0,2380,0,8,0,0,0,"1-1,2-34",1-253203,0,127881,15,0,253203,2.35,,,,,2380
1004234,1004,48,234,B,130280,1043,0,2390,0,8,0,0,0,"1-1,2-35",1-257952,0,130280,15,0,257952,2.35,,,,,2390
1004235,1004,48,235,B,132678,1047,0,2400,0,8,0,0,0,"1-1,2-36",1-262700,0,132678,15,0,262700,2.35,,,,,2400
1004236,1004,48,236,B,135078,1051,0,2410,0,8,0,0,0,"1-1,2-37",1-267452,0,135078,15,0,267452,2.35,,,,,2410
1004237,1004,48,237,B,137478,1055,0,2420,0,8,0,0,0,"1-1,2-38",1-272204,0,137478,15,0,272204,2.35,,,,,2420
1004238,1004,48,238,B,139880,1060,0,2430,0,8,0,0,0,"1-1,2-39",1-276960,0,139880,15,0,276960,2.35,,,,,2430
1004239,1004,48,239,B,142281,1064,0,2440,0,8,0,0,0,"1-1,2-40",1-281715,0,142281,15,0,281715,2.35,,,,,2440
1004240,1004,48,240,B,144684,1068,0,2450,0,8,0,0,0,"1-1,2-41",1-286473,0,144684,15,0,286473,2.35,,,,,2450
1004241,1004,48,241,B,147088,1072,0,2460,0,8,0,0,0,"1-1,2-42",1-291232,0,147088,15,0,291232,2.35,,,,,2460
1004242,1004,48,242,B,149492,1077,0,2470,0,8,0,0,0,"1-1,2-43",1-295993,0,149492,15,0,295993,2.35,,,,,2470
1004243,1004,48,243,B,151897,1081,0,2480,0,8,0,0,0,"1-1,2-44",1-300755,0,151897,15,0,300755,2.35,,,,,2480
1004244,1004,48,244,B,154304,1085,0,2490,0,8,0,0,0,"1-1,2-45",1-305520,0,154304,15,0,305520,2.35,,,,,2490
1004245,1004,48,245,B,156710,1089,0,2500,0,8,0,0,0,"1-1,2-46",1-310284,0,156710,15,0,310284,2.35,,,,,2500
1004246,1004,48,246,B,159118,1094,0,2510,0,8,0,0,0,"1-1,2-47",1-315052,0,159118,15,0,315052,2.35,,,,,2510
1004247,1004,48,247,B,161526,1098,0,2520,0,8,0,0,0,"1-1,2-48",1-319820,0,161526,15,0,319820,2.35,,,,,2520
1004248,1004,48,248,B,163936,1102,0,2530,0,8,0,0,0,"1-1,2-49",1-324592,0,163936,15,0,324592,2.35,,,,,2530
1004249,1004,48,249,B,166345,1106,0,2540,0,8,0,0,0,"1-1,2-50",1-329363,0,166345,15,0,329363,2.35,,,,,2540
1004250,1004,48,250,B,168756,1111,0,2550,0,8,0,0,0,"1-1,2-51",1-334137,0,168756,15,0,334137,2.35,,,,,2550
1004251,1004,48,251,B,172372,1115,0,2560,0,8,0,0,0,"1-1,2-52",1-341296,0,172372,15,0,341296,2.35,,,,,2560
1004252,1004,48,252,B,175988,1119,0,2570,0,8,0,0,0,"1-1,2-53",1-348457,0,175988,15,0,348457,2.35,,,,,2570
1004253,1004,48,253,B,179606,1123,0,2580,0,8,0,0,0,"1-1,2-54",1-355619,0,179606,15,0,355619,2.35,,,,,2580
1004254,1004,48,254,B,183224,1128,0,2590,0,8,0,0,0,"1-1,2-55",1-362780,0,183224,15,0,362780,2.35,,,,,2590
1004255,1004,48,255,B,186843,1132,0,2600,0,8,0,0,0,"1-1,2-56",1-369948,0,186843,15,0,369948,2.35,,,,,2600
1004256,1004,48,256,B,190462,1136,0,2610,0,8,0,0,0,"1-1,2-57",1-377113,0,190462,15,0,377113,2.35,,,,,2610
1004257,1004,48,257,B,194083,1140,0,2620,0,8,0,0,0,"1-1,2-58",1-384281,0,194083,15,0,384281,2.35,,,,,2620
1004258,1004,48,258,B,197704,1145,0,2630,0,8,0,0,0,"1-1,2-59",1-391452,0,197704,15,0,391452,2.35,,,,,2630
1004259,1004,48,259,B,201326,1149,0,2640,0,8,0,0,0,"1-1,2-60",1-398624,0,201326,15,0,398624,2.35,,,,,2640
1004260,1004,48,260,B,204948,1153,0,2650,0,8,0,0,0,"1-1,2-61",1-405798,0,204948,15,0,405798,2.35,,,,,2650
1004261,1004,48,261,B,208572,1157,0,2660,0,8,0,0,0,"1-1,2-62",1-412972,0,208572,15,0,412972,2.35,,,,,2660
1004262,1004,48,262,B,212196,1162,0,2670,0,8,0,0,0,"1-1,2-63",1-420147,0,212196,15,0,420147,2.35,,,,,2670
1004263,1004,48,263,B,215822,1166,0,2680,0,8,0,0,0,"1-1,2-64",1-427328,0,215822,15,0,427328,2.35,,,,,2680
1004264,1004,48,264,B,219448,1170,0,2690,0,8,0,0,0,"1-1,2-65",1-434505,0,219448,15,0,434505,2.35,,,,,2690
1004265,1004,48,265,B,223075,1174,0,2700,0,8,0,0,0,"1-1,2-66",1-441686,0,223075,15,0,441686,2.35,,,,,2700
1004266,1004,48,266,B,226702,1179,0,2710,0,8,0,0,0,"1-1,2-67",1-448870,0,226702,15,0,448870,2.35,,,,,2710
1004267,1004,48,267,B,230331,1183,0,2720,0,8,0,0,0,"1-1,2-68",1-456054,0,230331,15,0,456054,2.35,,,,,2720
1004268,1004,48,268,B,233960,1187,0,2730,0,8,0,0,0,"1-1,2-69",1-463238,0,233960,15,0,463238,2.35,,,,,2730
1004269,1004,48,269,B,237590,1191,0,2740,0,8,0,0,0,"1-1,2-70",1-470428,0,237590,15,0,470428,2.35,,,,,2740
1004270,1004,48,270,B,241220,1196,0,2750,0,8,0,0,0,"1-1,2-71",1-477616,0,241220,15,0,477616,2.35,,,,,2750
1004271,1004,48,271,B,244852,1200,0,2760,0,8,0,0,0,"1-1,2-72",1-484806,0,244852,15,0,484806,2.35,,,,,2760
1004272,1004,48,272,B,248484,1204,0,2770,0,8,0,0,0,"1-1,2-73",1-491996,0,248484,15,0,491996,2.35,,,,,2770
1004273,1004,48,273,B,252118,1208,0,2780,0,8,0,0,0,"1-1,2-74",1-499193,0,252118,15,0,499193,2.35,,,,,2780
1004274,1004,48,274,B,255752,1213,0,2790,0,8,0,0,0,"1-1,2-75",1-506387,0,255752,15,0,506387,2.35,,,,,2790
1004275,1004,48,275,B,259387,1217,0,2800,0,8,0,0,0,"1-1,2-76",1-513584,0,259387,15,0,513584,2.35,,,,,2800
1004276,1004,48,276,B,264840,1221,0,2810,0,8,0,0,0,"1-1,2-77",1-524380,0,264840,15,0,524380,2.35,,,,,2810
1004277,1004,48,277,B,270292,1226,0,2820,0,8,0,0,0,"1-1,2-78",1-535177,0,270292,15,0,535177,2.35,,,,,2820
1004278,1004,48,278,B,275747,1230,0,2830,0,8,0,0,0,"1-1,2-79",1-545977,0,275747,15,0,545977,2.35,,,,,2830
1004279,1004,48,279,B,281201,1234,0,2840,0,8,0,0,0,"1-1,2-80",1-556777,0,281201,15,0,556777,2.35,,,,,2840
1004280,1004,48,280,B,286657,1238,0,2850,0,8,0,0,0,"1-1,2-81",1-567580,0,286657,15,0,567580,2.35,,,,,2850
1004281,1004,48,281,B,292113,1243,0,2860,0,8,0,0,0,"1-1,2-82",1-578384,0,292113,15,0,578384,2.35,,,,,2860
1004282,1004,48,282,B,297571,1247,0,2870,0,8,0,0,0,"1-1,2-83",1-589190,0,297571,15,0,589190,2.35,,,,,2870
1004283,1004,48,283,B,303028,1251,0,2880,0,8,0,0,0,"1-1,2-84",1-599996,0,303028,15,0,599996,2.35,,,,,2880
1004284,1004,48,284,B,308488,1255,0,2890,0,8,0,0,0,"1-1,2-85",1-610803,0,308488,15,0,610803,2.35,,,,,2890
1004285,1004,48,285,B,313947,1260,0,2900,0,8,0,0,0,"1-1,2-86",1-621612,0,313947,15,0,621612,2.35,,,,,2900
1004286,1004,48,286,B,319408,1264,0,2910,0,8,0,0,0,"1-1,2-87",1-632425,0,319408,15,0,632425,2.35,,,,,2910
1004287,1004,48,287,B,324868,1268,0,2920,0,8,0,0,0,"1-1,2-88",1-643238,0,324868,15,0,643238,2.35,,,,,2920
1004288,1004,48,288,B,330331,1272,0,2930,0,8,0,0,0,"1-1,2-89",1-654054,0,330331,15,0,654054,2.35,,,,,2930
1004289,1004,48,289,B,335793,1277,0,2940,0,8,0,0,0,"1-1,2-90",1-664870,0,335793,15,0,664870,2.35,,,,,2940
1004290,1004,48,290,B,341257,1281,0,2950,0,8,0,0,0,"1-1,2-91",1-675689,0,341257,15,0,675689,2.35,,,,,2950
1004291,1004,48,291,B,346721,1285,0,2960,0,8,0,0,0,"1-1,2-92",1-686505,0,346721,15,0,686505,2.35,,,,,2960
1004292,1004,48,292,B,352187,1289,0,2970,0,8,0,0,0,"1-1,2-93",1-697328,0,352187,15,0,697328,2.35,,,,,2970
1004293,1004,48,293,B,357652,1294,0,2980,0,8,0,0,0,"1-1,2-94",1-708150,0,357652,15,0,708150,2.35,,,,,2980
1004294,1004,48,294,B,363120,1298,0,2990,0,8,0,0,0,"1-1,2-95",1-718976,0,363120,15,0,718976,2.35,,,,,2990
1004295,1004,48,295,B,368587,1302,0,3000,0,8,0,0,0,"1-1,2-96",1-729801,0,368587,15,0,729801,2.35,,,,,3000
1004296,1004,48,296,B,374056,1306,0,3010,0,8,0,0,0,"1-1,2-97",1-740630,0,374056,15,0,740630,2.35,,,,,3010
1004297,1004,48,297,B,379524,1311,0,3020,0,8,0,0,0,"1-1,2-98",1-751456,0,379524,15,0,751456,2.35,,,,,3020
1004298,1004,48,298,B,384995,1315,0,3030,0,8,0,0,0,"1-1,2-99",1-762288,0,384995,15,0,762288,2.35,,,,,3030
1004299,1004,48,299,B,390465,1319,0,3040,0,8,0,0,0,"1-1,2-100",1-773120,0,390465,15,0,773120,2.35,,,,,3040
1004300,1004,48,300,B,395937,1323,0,3050,0,8,0,0,0,"1-1,2-101",1-783955,0,395937,15,0,783955,2.35,,,,,3050
1005001,1005,49,1,A,480,52,1005001,60,0,8,0,0,4005001,"1-1,2-2",1-315,0,480,15,0,315,2.3,,,,,60
1005002,1005,49,2,A,489,56,1005001,70,0,8,0,0,4005001,"1-1,2-3",1-318,0,489,15,0,318,2.3,,,,,70
1005003,1005,49,3,A,498,60,1005001,80,0,8,0,0,4005001,"1-1,2-4",1-326,0,498,15,0,326,2.3,,,,,80
1005004,1005,49,4,A,508,65,1005001,90,0,8,0,0,4005001,"1-1,2-5",1-333,0,508,15,0,333,2.3,,,,,90
1005005,1005,49,5,A,519,69,1005001,100,0,8,0,0,4005001,"1-1,2-6",1-340,0,519,15,0,340,2.3,,,,,100
1005006,1005,49,6,A,532,73,1005001,110,0,8,0,0,4005001,"1-1,2-7",1-358,0,532,15,0,358,2.3,,,,,110
1005007,1005,49,7,A,544,78,1005001,120,0,8,0,0,4005001,"1-1,2-8",1-367,0,544,15,0,367,2.3,,,,,120
1005008,1005,49,8,A,559,82,1005001,130,0,8,0,0,4005001,"1-1,2-9",1-378,0,559,15,0,378,2.3,,,,,130
1005009,1005,49,9,A,573,86,1005001,140,0,8,0,0,4005001,"1-1,2-10",1-389,0,573,15,0,389,2.3,,,,,140
1005010,1005,49,10,A,589,91,1005001,150,0,8,0,0,4005001,"1-1,2-11",1-399,0,589,15,0,399,2.3,,,,,150
1005011,1005,49,11,A,606,95,1005001,160,0,8,0,0,4005001,"1-1,2-12",1-426,0,606,15,0,426,2.3,,,,,160
1005012,1005,49,12,A,624,99,1005001,170,0,8,0,0,4005001,"1-1,2-13",1-439,0,624,15,0,439,2.3,,,,,170
1005013,1005,49,13,A,642,104,1005001,180,0,8,0,0,4005001,"1-1,2-14",1-453,0,642,15,0,453,2.3,,,,,180
1005014,1005,49,14,A,661,108,1005001,190,0,8,0,0,4005001,"1-1,2-15",1-466,0,661,15,0,466,2.3,,,,,190
1005015,1005,49,15,A,681,112,1005001,200,0,8,0,0,4005001,"1-1,2-16",1-480,0,681,15,0,480,2.3,,,,,200
1005016,1005,49,16,A,703,117,1005001,210,0,8,0,0,4005001,"1-1,2-17",1-516,0,703,15,0,516,2.3,,,,,210
1005017,1005,49,17,A,724,121,1005001,220,0,8,0,0,4005001,"1-1,2-18",1-534,0,724,15,0,534,2.3,,,,,220
1005018,1005,49,18,A,748,126,1005001,230,0,8,0,0,4005001,"1-1,2-19",1-552,0,748,15,0,552,2.3,,,,,230
1005019,1005,49,19,A,771,130,1005001,240,0,8,0,0,4005001,"1-1,2-20",1-572,0,771,15,0,572,2.3,,,,,240
1005020,1005,49,20,A,796,134,1005001,250,0,8,0,0,4005001,"1-1,2-21",1-592,0,796,15,0,592,2.3,,,,,250
1005021,1005,49,21,A,822,139,1005001,260,0,8,0,0,4005001,"1-1,2-22",1-637,0,822,15,0,637,2.3,,,,,260
1005022,1005,49,22,A,849,143,1005001,270,0,8,0,0,4005001,"1-1,2-23",1-659,0,849,15,0,659,2.3,,,,,270
1005023,1005,49,23,A,876,147,1005001,280,0,8,0,0,4005001,"1-1,2-24",1-682,0,876,15,0,682,2.3,,,,,280
1005024,1005,49,24,A,904,152,1005001,290,0,8,0,0,4005001,"1-1,2-25",1-707,0,904,15,0,707,2.3,,,,,290
1005025,1005,49,25,A,933,156,1005001,300,0,8,0,0,4005001,"1-1,2-26",1-731,0,933,15,0,731,2.3,,,,,300
1005026,1005,49,26,A,976,160,1005001,310,0,8,0,0,4005001,"1-1,2-27",1-801,0,976,15,0,801,2.3,,,,,310
1005027,1005,49,27,A,1020,165,1005001,320,0,8,0,0,4005001,"1-1,2-28",1-840,0,1020,15,0,840,2.3,,,,,320
1005028,1005,49,28,A,1065,169,1005001,330,0,8,0,0,4005001,"1-1,2-29",1-880,0,1065,15,0,880,2.3,,,,,330
1005029,1005,49,29,A,1110,173,1005001,340,0,8,0,0,4005001,"1-1,2-30",1-920,0,1110,15,0,920,2.3,,,,,340
1005030,1005,49,30,A,1156,178,1005001,350,0,8,0,0,4005001,"1-1,2-31",1-961,0,1156,15,0,961,2.3,,,,,350
1005031,1005,49,31,A,1203,182,1005001,360,0,8,0,0,4005001,"1-1,2-32",1-1047,0,1203,15,0,1047,2.3,,,,,360
1005032,1005,49,32,A,1252,186,1005001,370,0,8,0,0,4005001,"1-1,2-33",1-1092,0,1252,15,0,1092,2.3,,,,,370
1005033,1005,49,33,A,1300,191,1005001,380,0,8,0,0,4005001,"1-1,2-34",1-1139,0,1300,15,0,1139,2.3,,,,,380
1005034,1005,49,34,A,1351,195,1005001,390,0,8,0,0,4005001,"1-1,2-35",1-1188,0,1351,15,0,1188,2.3,,,,,390
1005035,1005,49,35,A,1401,199,1005001,400,0,8,0,0,4005001,"1-1,2-36",1-1233,0,1401,15,0,1233,2.3,,,,,400
1005036,1005,49,36,A,1453,204,1005001,410,0,8,0,0,4005001,"1-1,2-37",1-1341,0,1453,15,0,1341,2.3,,,,,410
1005037,1005,49,37,A,1506,208,1005001,420,0,8,0,0,4005001,"1-1,2-38",1-1393,0,1506,15,0,1393,2.3,,,,,420
1005038,1005,49,38,A,1560,212,1005001,430,0,8,0,0,4005001,"1-1,2-39",1-1447,0,1560,15,0,1447,2.3,,,,,430
1005039,1005,49,39,A,1614,217,1005001,440,0,8,0,0,4005001,"1-1,2-40",1-1499,0,1614,15,0,1499,2.3,,,,,440
1005040,1005,49,40,A,1669,221,1005001,450,0,8,0,0,4005001,"1-1,2-41",1-1555,0,1669,15,0,1555,2.3,,,,,450
1005041,1005,49,41,A,1725,226,1005001,460,0,8,0,0,4005001,"1-1,2-42",1-1681,0,1725,15,0,1681,2.3,,,,,460
1005042,1005,49,42,A,1783,230,1005001,470,0,8,0,0,4005001,"1-1,2-43",1-1739,0,1783,15,0,1739,2.3,,,,,470
1005043,1005,49,43,A,1840,234,1005001,480,0,8,0,0,4005001,"1-1,2-44",1-1800,0,1840,15,0,1800,2.3,,,,,480
1005044,1005,49,44,A,1900,239,1005001,490,0,8,0,0,4005001,"1-1,2-45",1-1863,0,1900,15,0,1863,2.3,,,,,490
1005045,1005,49,45,A,1959,243,1005001,500,0,8,0,0,4005001,"1-1,2-46",1-1922,0,1959,15,0,1922,2.3,,,,,500
1005046,1005,49,46,A,2020,247,1005001,510,0,8,0,0,4005001,"1-1,2-47",1-2072,0,2020,15,0,2072,2.3,,,,,510
1005047,1005,49,47,A,2082,252,1005001,520,0,8,0,0,4005001,"1-1,2-48",1-2140,0,2082,15,0,2140,2.3,,,,,520
1005048,1005,49,48,A,2145,256,1005001,530,0,8,0,0,4005001,"1-1,2-49",1-2207,0,2145,15,0,2207,2.3,,,,,530
1005049,1005,49,49,A,2208,260,1005001,540,0,8,0,0,4005001,"1-1,2-50",1-2275,0,2208,15,0,2275,2.3,,,,,540
1005050,1005,49,50,A,2272,265,1005001,550,0,8,0,0,4005001,"1-1,2-51",1-2347,0,2272,15,0,2347,2.3,,,,,550
1005051,1005,49,51,A,2370,269,1005001,560,0,8,0,0,4005001,"1-1,2-52",1-2554,0,2370,15,0,2554,2.3,,,,,560
1005052,1005,49,52,A,2467,273,1005001,570,0,8,0,0,4005001,"1-1,2-53",1-2664,0,2467,15,0,2664,2.3,,,,,570
1005053,1005,49,53,A,2566,278,1005001,580,0,8,0,0,4005001,"1-1,2-54",1-2777,0,2566,15,0,2777,2.3,,,,,580
1005054,1005,49,54,A,2665,282,1005001,590,0,8,0,0,4005001,"1-1,2-55",1-2891,0,2665,15,0,2891,2.3,,,,,590
1005055,1005,49,55,A,2766,286,1005001,600,0,8,0,0,4005001,"1-1,2-56",1-3006,0,2766,15,0,3006,2.3,,,,,600
1005056,1005,49,56,A,2866,291,1005001,610,0,8,0,0,4005001,"1-1,2-57",1-3247,0,2866,15,0,3247,2.3,,,,,610
1005057,1005,49,57,A,2969,295,1005001,620,0,8,0,0,4005001,"1-1,2-58",1-3369,0,2969,15,0,3369,2.3,,,,,620
1005058,1005,49,58,A,3072,299,1005001,630,0,8,0,0,4005001,"1-1,2-59",1-3490,0,3072,15,0,3490,2.3,,,,,630
1005059,1005,49,59,A,3176,304,1005001,640,0,8,0,0,4005001,"1-1,2-60",1-3616,0,3176,15,0,3616,2.3,,,,,640
1005060,1005,49,60,A,3280,308,1005001,650,0,8,0,0,4005001,"1-1,2-61",1-3738,0,3280,15,0,3738,2.3,,,,,650
1005061,1005,49,61,A,3387,312,1005001,660,0,8,0,0,4005001,"1-1,2-62",1-3558,0,3387,15,0,3558,2.3,,,,,660
1005062,1005,49,62,A,3493,317,1005001,670,0,8,0,0,4005001,"1-1,2-63",1-3675,0,3493,15,0,3675,2.3,,,,,670
1005063,1005,49,63,A,3601,321,1005001,680,0,8,0,0,4005001,"1-1,2-64",1-3792,0,3601,15,0,3792,2.3,,,,,680
1005064,1005,49,64,A,3709,326,1005001,690,0,8,0,0,4005001,"1-1,2-65",1-3911,0,3709,15,0,3911,2.3,,,,,690
1005065,1005,49,65,A,3819,330,1005001,700,0,8,0,0,4005001,"1-1,2-66",1-4030,0,3819,15,0,4030,2.3,,,,,700
1005066,1005,49,66,A,3928,334,1005001,710,0,8,0,0,4005001,"1-1,2-67",1-4149,0,3928,15,0,4149,2.3,,,,,710
1005067,1005,49,67,A,4040,339,1005001,720,0,8,0,0,4005001,"1-1,2-68",1-4271,0,4040,15,0,4271,2.3,,,,,720
1005068,1005,49,68,A,4152,343,1005001,730,0,8,0,0,4005001,"1-1,2-69",1-4392,0,4152,15,0,4392,2.3,,,,,730
1005069,1005,49,69,A,4265,347,1005001,740,0,8,0,0,4005001,"1-1,2-70",1-4516,0,4265,15,0,4516,2.3,,,,,740
1005070,1005,49,70,A,4378,352,1005001,750,0,8,0,0,4005001,"1-1,2-71",1-4640,0,4378,15,0,4640,2.3,,,,,750
1005071,1005,49,71,A,4494,356,1005001,760,0,8,0,0,4005001,"1-1,2-72",1-4764,0,4494,15,0,4764,2.3,,,,,760
1005072,1005,49,72,A,4609,360,1005001,770,0,8,0,0,4005001,"1-1,2-73",1-4892,0,4609,15,0,4892,2.3,,,,,770
1005073,1005,49,73,A,4726,365,1005001,780,0,8,0,0,4005001,"1-1,2-74",1-5018,0,4726,15,0,5018,2.3,,,,,780
1005074,1005,49,74,A,4843,369,1005001,790,0,8,0,0,4005001,"1-1,2-75",1-5144,0,4843,15,0,5144,2.3,,,,,790
1005075,1005,49,75,A,4962,373,1005001,800,0,8,0,0,4005001,"1-1,2-76",1-5276,0,4962,15,0,5276,2.3,,,,,800
1005076,1005,49,76,A,5140,378,1005001,810,0,8,0,0,4005001,"1-1,2-77",1-5470,0,5140,15,0,5470,2.3,,,,,810
1005077,1005,49,77,A,5318,382,1005001,820,0,8,0,0,4005001,"1-1,2-78",1-5664,0,5318,15,0,5664,2.3,,,,,820
1005078,1005,49,78,A,5498,386,1005001,830,0,8,0,0,4005001,"1-1,2-79",1-5859,0,5498,15,0,5859,2.3,,,,,830
1005079,1005,49,79,A,5678,391,1005001,840,0,8,0,0,4005001,"1-1,2-80",1-6055,0,5678,15,0,6055,2.3,,,,,840
1005080,1005,49,80,A,5860,395,1005001,850,0,8,0,0,4005001,"1-1,2-81",1-6253,0,5860,15,0,6253,2.3,,,,,850
1005081,1005,49,81,A,6042,399,1005001,860,0,8,0,0,4005001,"1-1,2-82",1-6451,0,6042,15,0,6451,2.3,,,,,860
1005082,1005,49,82,A,6225,404,1005001,870,0,8,0,0,4005001,"1-1,2-83",1-6651,0,6225,15,0,6651,2.3,,,,,870
1005083,1005,49,83,A,6409,408,1005001,880,0,8,0,0,4005001,"1-1,2-84",1-6852,0,6409,15,0,6852,2.3,,,,,880
1005084,1005,49,84,A,6594,412,1005001,890,0,8,0,0,4005001,"1-1,2-85",1-7054,0,6594,15,0,7054,2.3,,,,,890
1005085,1005,49,85,A,6780,417,1005001,900,0,8,0,0,4005001,"1-1,2-86",1-7256,0,6780,15,0,7256,2.3,,,,,900
1005086,1005,49,86,A,6967,421,1005001,910,0,8,0,0,4005001,"1-1,2-87",1-7457,0,6967,15,0,7457,2.3,,,,,910
1005087,1005,49,87,A,7154,426,1005001,920,0,8,0,0,4005001,"1-1,2-88",1-7661,0,7154,15,0,7661,2.3,,,,,920
1005088,1005,49,88,A,7343,430,1005001,930,0,8,0,0,4005001,"1-1,2-89",1-7868,0,7343,15,0,7868,2.3,,,,,930
1005089,1005,49,89,A,7532,434,1005001,940,0,8,0,0,4005001,"1-1,2-90",1-8073,0,7532,15,0,8073,2.3,,,,,940
1005090,1005,49,90,A,7723,439,1005001,950,0,8,0,0,4005001,"1-1,2-91",1-8282,0,7723,15,0,8282,2.3,,,,,950
1005091,1005,49,91,A,7914,443,1005001,960,0,8,0,0,4005001,"1-1,2-92",1-8489,0,7914,15,0,8489,2.3,,,,,960
1005092,1005,49,92,A,8106,447,1005001,970,0,8,0,0,4005001,"1-1,2-93",1-8699,0,8106,15,0,8699,2.3,,,,,970
1005093,1005,49,93,A,8299,452,1005001,980,0,8,0,0,4005001,"1-1,2-94",1-8908,0,8299,15,0,8908,2.3,,,,,980
1005094,1005,49,94,A,8493,456,1005001,990,0,8,0,0,4005001,"1-1,2-95",1-9120,0,8493,15,0,9120,2.3,,,,,990
1005095,1005,49,95,A,8688,460,1005001,1000,0,8,0,0,4005001,"1-1,2-96",1-9333,0,8688,15,0,9333,2.3,,,,,1000
1005096,1005,49,96,A,8884,465,1005001,1010,0,8,0,0,4005001,"1-1,2-97",1-9547,0,8884,15,0,9547,2.3,,,,,1010
1005097,1005,49,97,A,9080,469,1005001,1020,0,8,0,0,4005001,"1-1,2-98",1-9759,0,9080,15,0,9759,2.3,,,,,1020
1005098,1005,49,98,A,9278,473,1005001,1030,0,8,0,0,4005001,"1-1,2-99",1-9975,0,9278,15,0,9975,2.3,,,,,1030
1005099,1005,49,99,A,9476,478,1005001,1040,0,8,0,0,4005001,"1-1,2-100",1-10191,0,9476,15,0,10191,2.3,,,,,1040
1005100,1005,49,100,A,9676,482,1005001,1050,0,8,0,0,4005001,"1-1,2-101",1-14121,0,9676,15,0,14121,2.3,,,,,1050
1005101,1005,49,101,A,9975,486,1005001,1060,0,8,0,0,4005001,"1-1,2-2",1-14565,0,9975,15,0,14565,2.3,,,,,1060
